"","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","NumWords","NumSentences","AfinnScale","SyuzhetScale","BingScale","CoreNLPScale","AfinnSentiment","SyuzhetSentiment","BingSentiment","CoreNLPSentiment"
"340","rn366053005","Tallis","Northumberland","255 reviews","Spectacularly beautiful",5,"21/04/2016","The beauty of this cathedral and former mosque was breathtaking. Although it was very busy people were respectful and quiet, probably blown away by what they could see. The high altar of gold was a wonderful sight and the organ cases and playing were very good. It was all very well preserved and intact, and amazing to be so old, despite several moments in history when all could have been destroyed. A must see.",123,"Spectacularly beautiful. The beauty of this cathedral and former mosque was breathtaking. Although it was very busy people were respectful and quiet, probably blown away by what they could see. The high altar of gold was a wonderful sight and the organ cases and playing were very good. It was all very well preserved and intact, and amazing to be so old, despite several moments in history when all could have been destroyed. A must see.",74,5,0.8,0.9,0.9,0.65,"positive","positive","positive","positive"
"341","rn366012674","Paul H","","25 reviews","Fabulous place well worth a visit",5,"21/04/2016","You must visit the Cathedral if you are in Cordoba, it is a photographers paradise. It is definetely a must see attraction.</p>",123,"Fabulous place well worth a visit. You must visit the Cathedral if you are in Cordoba, it is a photographers paradise. It is definetely a must see attraction.</p>",22,2,1,1,1,0.5,"positive","positive","positive","neutral"
"342","rn365789678","manwharf","Madrid, Spain","62 reviews","SHINE BRIGHT LIKE A DIAMOND",5,"20/04/2016","Its a shooting star I see, a vision of ecstasy. Its beautiful like diamonds in the sky. At first sight you can feel the energy of sun rays.",123,"SHINE BRIGHT LIKE A DIAMOND. Its a shooting star I see, a vision of ecstasy. Its beautiful like diamonds in the sky. At first sight you can feel the energy of sun rays.",28,3,0.833333333333333,1,0.833333333333333,0.583333333333333,"positive","positive","positive","neutral"
"343","rn365760284","hoppy716","Chester, United Kingdom","20 reviews","Fascinating",4,"20/04/2016","Really unusual Catholic Cathedral within a Mosque, well worth a visit. Amazing building and tower which you can climb if you have the energy.",123,"Fascinating. Really unusual Catholic Cathedral within a Mosque, well worth a visit. Amazing building and tower which you can climb if you have the energy.",24,2,1,1,1,0.75,"positive","positive","positive","positive"
"344","rn365736013","MCC_10","Dublin, Ireland","6 reviews","Mosque visit",5,"20/04/2016","Amazing place. A must see. The fragrance of the orange blossom in the courtyard was stunning 8 euro entrance fee but worthopaedic it. Supped to be free Monday to Friday before 10 .but friends tried to get in at 9.30 and we're told it's only up to 9.20!",123,"Mosque visit. Amazing place. A must see. The fragrance of the orange blossom in the courtyard was stunning 8 euro entrance fee but worthopaedic it. Supped to be free Monday to Friday before 10 .but friends tried to get in at 9.30 and we're told it's only up to 9.20!",48,3,0.8,0.8,0.8,0.55,"positive","positive","positive","neutral"
"345","rn365708563","LivinginRiyadh","","36 reviews","A must-see in Cordoba",4,"20/04/2016","8 Euros for one adult ticket, easy in and out. I suggest having a tour-guide or someone with you to explain the significant pieces. Large Mosque-Cathedral but won't take you more than 30 mins. Walk around and enjoy the history.",123,"A must-see in Cordoba. 8 Euros for one adult ticket, easy in and out. I suggest having a tour-guide or someone with you to explain the significant pieces. Large Mosque-Cathedral but won't take you more than 30 mins. Walk around and enjoy the history.",40,4,0.875,0.875,0.875,0.375,"positive","positive","positive","negative"
"346","rn365698772","Alan H","Aberdeen, United Kingdom","122 reviews","A must visit",4,"20/04/2016","Main attraction so is a must do irrespectiveof how long you are staying. Not too expensive for entry and you see omething unique.",123,"A must visit. Main attraction so is a must do irrespectiveof how long you are staying. Not too expensive for entry and you see omething unique.",23,1,0.75,1,0.5,0.375,"positive","positive","neutral","negative"
"347","rn365696537","Renan K","","82 reviews","Incredible ",5,"20/04/2016","This place is amazing. It is impossible to describe. You need to see it. For a better understanding, it is highly recommended to get an audioguide.",124,"Incredible . This place is amazing. It is impossible to describe. You need to see it. For a better understanding, it is highly recommended to get an audioguide.",26,4,0.75,0.625,0.625,0.5,"positive","positive","positive","neutral"
"348","rn365682056","kingdomDublin","dublin","164 reviews","Wondrous",5,"20/04/2016","A trip to Cordoba isn't complete without seeing the inside of The Mezquita…although the outside with its huge bronze doors is fairly impressive. you pay 8e for the pleasure although if you are up early its free seemingly at 8.30 in the morning….iys a wondrous sight inside, reminded me of Haja Sofia in istanbul in terms of scale and history. mass has been celebrated every day on site since 1236…..nothing against group tours but do try and get in early so that the visit isn't ruined by those red dots tour guides use to point out stuff!!. Climb the bell tower for an extra 2e to get the scale of the building from a height. But bear in mind its narrow steps!",124,"Wondrous. A trip to Cordoba isn't complete without seeing the inside of The Mezquita…although the outside with its huge bronze doors is fairly impressive. you pay 8e for the pleasure although if you are up early its free seemingly at 8.30 in the morning….iys a wondrous sight inside, reminded me of Haja Sofia in istanbul in terms of scale and history. mass has been celebrated every day on site since 1236…..nothing against group tours but do try and get in early so that the visit isn't ruined by those red dots tour guides use to point out stuff!!. Climb the bell tower for an extra 2e to get the scale of the building from a height. But bear in mind its narrow steps!",122,6,0.642857142857143,0.785714285714286,0.714285714285714,0.472222222222222,"positive","positive","positive","neutral"
"349","rn365633065","Parsbanou","Vienna, Austria","60 reviews","Enchanting mixture of art and hostory",4,"20/04/2016","I visited this cathedral early morning some time early January. It wasn't completely bright yet and it gave a mystic atmoshphere to the whole area specially the lovely garden with orange trees. It is quiet inside and you have a lot to see. Not just the colors and pillarts but also the carvings and manuscripts of the museum (yes a part of the interior is a worth to see museum) in Arabic language. The cathedral is really big and you will need at least one hour (if you visit sights patiently).There are very good toilet facilities inside.",124,"Enchanting mixture of art and hostory. I visited this cathedral early morning some time early January. It wasn't completely bright yet and it gave a mystic atmoshphere to the whole area specially the lovely garden with orange trees. It is quiet inside and you have a lot to see. Not just the colors and pillarts but also the carvings and manuscripts of the museum (yes a part of the interior is a worth to see museum) in Arabic language. The cathedral is really big and you will need at least one hour (if you visit sights patiently).There are very good toilet facilities inside.",97,5,0.833333333333333,0.916666666666667,0.916666666666667,0.458333333333333,"positive","positive","positive","neutral"
